state,district,village,scheme,allocated_fund,used_fund,year,work_type
Uttar Pradesh,Ghaziabad,Khoda,Jal Jeevan Mission,2924792,1422514,2022-2023,Livelihood
Uttar Pradesh,Meerut,Kavi Nagar,MGNREGA,4669326,3258057,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Sikandrabad,Jal Jeevan Mission,2290569,1752803,2024-2025,Water Supply
Uttar Pradesh,Noida,Behrampur,NRLM,2839078,1814400,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,1522072,1398635,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Behrampur,NRLM,3649620,2645841,2023-2024,Water Supply
Uttar Pradesh,Hapur,Behrampur,PMAY-G,3009456,2189484,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Bhojpur,Swachh Bharat,3470776,1815372,2024-2025,Road Construction
Uttar Pradesh,Noida,Dhaulana,NRLM,3335167,1796570,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Dadri,Swachh Bharat,2010106,1535236,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dadri,NRLM,4302662,878504,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Sikandrabad,Jal Jeevan Mission,650542,450437,2023-2024,Water Supply
Uttar Pradesh,Meerut,Sikandrabad,PMAY-G,4132533,1907744,2023-2024,Sanitation
Uttar Pradesh,Hapur,Garhmukteshwar,Jal Jeevan Mission,1097387,1085440,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Khoda,Swachh Bharat,4588781,3899924,2022-2023,Housing
Uttar Pradesh,Noida,Kavi Nagar,MGNREGA,4544583,4230170,2024-2025,Livelihood
Uttar Pradesh,Noida,Bhojpur,MGNREGA,1523249,1400616,2024-2025,Water Supply
Uttar Pradesh,Meerut,Bhojpur,Swachh Bharat,1137506,782557,2023-2024,Water Supply
Uttar Pradesh,Noida,Loni Dehat,Jal Jeevan Mission,4922647,1811795,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dhaulana,NRLM,1342841,559463,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dadri,MGNREGA,3656423,1275291,2023-2024,Water Supply
Uttar Pradesh,Noida,Dadri,Jal Jeevan Mission,784251,659549,2023-2024,Livelihood
Uttar Pradesh,Meerut,Garhmukteshwar,MGNREGA,2953976,1540141,2022-2023,Water Supply
Uttar Pradesh,Noida,Sikandrabad,Swachh Bharat,2432055,843680,2024-2025,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,MGNREGA,2173865,832840,2023-2024,Livelihood
Uttar Pradesh,Noida,Sikandrabad,MGNREGA,1492872,1296111,2022-2023,Water Supply
Uttar Pradesh,Meerut,Dhaulana,PMAY-G,4448214,2051581,2023-2024,Livelihood
Uttar Pradesh,Hapur,Loni Dehat,MGNREGA,4212425,3903695,2023-2024,Sanitation
Uttar Pradesh,Hapur,Behrampur,Jal Jeevan Mission,2537696,1636366,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,3385511,2964963,2022-2023,Livelihood
Uttar Pradesh,Meerut,Muradnagar Village,Jal Jeevan Mission,2095867,1004331,2023-2024,Sanitation
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,4054065,311270,2022-2023,Sanitation
Uttar Pradesh,Hapur,Dadri,Swachh Bharat,4733810,1969857,2024-2025,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,PMAY-G,4184591,1747570,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Khoda,Swachh Bharat,1050176,565506,2023-2024,Housing
Uttar Pradesh,Noida,Dadri,Swachh Bharat,1789388,1673964,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Sikandrabad,MGNREGA,570391,260093,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,4267611,2409809,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Pilkhuwa,Swachh Bharat,650612,202031,2022-2023,Sanitation
Uttar Pradesh,Noida,Khoda,MGNREGA,2871850,604675,2024-2025,Road Construction
Uttar Pradesh,Noida,Behrampur,NRLM,4282979,348627,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Muradnagar Village,MGNREGA,3526071,3039903,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,4464598,2938359,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Chhapraula,Jal Jeevan Mission,1540413,1096432,2024-2025,Water Supply
Uttar Pradesh,Noida,Noorpur,PMAY-G,2633170,1797762,2024-2025,Road Construction
Uttar Pradesh,Meerut,Garhmukteshwar,MGNREGA,4541762,4038808,2023-2024,Road Construction
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,4858492,3404488,2023-2024,Water Supply
Uttar Pradesh,Hapur,Dasna,Swachh Bharat,1778394,459539,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Dadri,Jal Jeevan Mission,911861,650554,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Muradnagar Village,MGNREGA,3068790,825609,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Sikandrabad,MGNREGA,1914800,457431,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Khoda,PMAY-G,3603967,2698447,2024-2025,Road Construction
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,2143033,1982015,2022-2023,Water Supply
Uttar Pradesh,Noida,Kavi Nagar,Jal Jeevan Mission,1424220,243924,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Modinagar Rural,MGNREGA,911774,236258,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Dhaulana,MGNREGA,1749041,1089769,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Dasna,MGNREGA,907603,471632,2022-2023,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,Jal Jeevan Mission,3632925,270785,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Pilkhuwa,Jal Jeevan Mission,3970170,589462,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Kavi Nagar,MGNREGA,4625601,3765279,2024-2025,Sanitation
Uttar Pradesh,Meerut,Chhapraula,PMAY-G,4835093,3101674,2024-2025,Water Supply
Uttar Pradesh,Noida,Dadri,MGNREGA,1426954,577944,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Pilkhuwa,Swachh Bharat,846384,396617,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Muradnagar Village,MGNREGA,2715326,1134381,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Kavi Nagar,MGNREGA,3474714,2666817,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Sikandrabad,Swachh Bharat,3528502,1558698,2023-2024,Housing
Uttar Pradesh,Meerut,Dasna,PMAY-G,4532986,1342892,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Dadri,NRLM,1612108,1519604,2022-2023,Road Construction
Uttar Pradesh,Meerut,Dadri,PMAY-G,1329685,357341,2022-2023,Road Construction
Uttar Pradesh,Noida,Loni Dehat,Jal Jeevan Mission,1545431,463102,2024-2025,Housing
Uttar Pradesh,Meerut,Chhapraula,Jal Jeevan Mission,1694108,392621,2024-2025,Livelihood
Uttar Pradesh,Meerut,Dhaulana,NRLM,2347279,1380703,2023-2024,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,NRLM,2925168,1083013,2022-2023,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,Swachh Bharat,1029717,754048,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Chhapraula,MGNREGA,2767299,1177205,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Dhaulana,MGNREGA,4859584,4250822,2022-2023,Sanitation
Uttar Pradesh,Hapur,Modinagar Rural,Swachh Bharat,3818139,2265176,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Noorpur,MGNREGA,938006,552269,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Loni Dehat,MGNREGA,4209993,1817378,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,PMAY-G,4423182,3428110,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Dhaulana,PMAY-G,1557807,282206,2023-2024,Water Supply
Uttar Pradesh,Noida,Garhmukteshwar,Jal Jeevan Mission,3352288,2417584,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Muradnagar Village,Jal Jeevan Mission,2983790,1536991,2024-2025,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,3463249,2094676,2023-2024,Livelihood
Uttar Pradesh,Meerut,Dasna,MGNREGA,2040704,1244269,2024-2025,Road Construction
Uttar Pradesh,Hapur,Chhapraula,PMAY-G,1843262,1395382,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Khoda,NRLM,4287693,1548679,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Behrampur,PMAY-G,4511583,4049850,2024-2025,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,NRLM,3885483,682420,2024-2025,Sanitation
Uttar Pradesh,Meerut,Loni Dehat,Swachh Bharat,4250361,2060041,2024-2025,Housing
Uttar Pradesh,Hapur,Modinagar Rural,PMAY-G,1960584,400583,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Noorpur,PMAY-G,3853468,1639055,2023-2024,Sanitation
Uttar Pradesh,Hapur,Chhapraula,NRLM,2072963,1886488,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Pilkhuwa,NRLM,2821753,2398913,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Dasna,Swachh Bharat,1440909,753389,2022-2023,Water Supply
Uttar Pradesh,Hapur,Dhaulana,NRLM,2436872,211700,2023-2024,Livelihood
Uttar Pradesh,Noida,Behrampur,Swachh Bharat,1790495,339692,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Bhojpur,NRLM,759899,423852,2022-2023,Water Supply
Uttar Pradesh,Hapur,Dadri,MGNREGA,2596530,1007662,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Dadri,NRLM,4983297,2113161,2024-2025,Road Construction
Uttar Pradesh,Noida,Dasna,PMAY-G,2030388,1829048,2024-2025,Water Supply
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,4653683,1053556,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Pilkhuwa,Jal Jeevan Mission,1362130,812909,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Dhaulana,NRLM,717748,427329,2023-2024,Road Construction
Uttar Pradesh,Meerut,Chhapraula,MGNREGA,4259370,1433326,2024-2025,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,4105990,1401690,2022-2023,Road Construction
Uttar Pradesh,Meerut,Sikandrabad,NRLM,3300378,873398,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Kavi Nagar,Swachh Bharat,4736612,1780133,2022-2023,Sanitation
Uttar Pradesh,Noida,Garhmukteshwar,MGNREGA,3394212,505608,2023-2024,Housing
Uttar Pradesh,Hapur,Bhojpur,Swachh Bharat,939819,805004,2023-2024,Road Construction
Uttar Pradesh,Noida,Modinagar Rural,PMAY-G,3836490,2648019,2023-2024,Sanitation
Uttar Pradesh,Hapur,Khoda,Jal Jeevan Mission,1732145,1311424,2024-2025,Water Supply
Uttar Pradesh,Hapur,Muradnagar Village,Swachh Bharat,2936794,782572,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Pilkhuwa,Jal Jeevan Mission,2407630,945776,2022-2023,Water Supply
Uttar Pradesh,Hapur,Sikandrabad,PMAY-G,4964659,763592,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Sikandrabad,NRLM,1228749,226024,2023-2024,Road Construction
Uttar Pradesh,Hapur,Dhaulana,PMAY-G,4493746,2802961,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Pilkhuwa,Jal Jeevan Mission,1854830,1813912,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dasna,PMAY-G,1430817,987610,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Loni Dehat,Jal Jeevan Mission,4537563,1975990,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Pilkhuwa,PMAY-G,4772729,1616738,2024-2025,Road Construction
Uttar Pradesh,Meerut,Dhaulana,MGNREGA,1751764,273521,2022-2023,Livelihood
Uttar Pradesh,Meerut,Modinagar Rural,PMAY-G,4855447,2635597,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,1644965,990931,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Khoda,Jal Jeevan Mission,4688274,3044770,2023-2024,Housing
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,1786342,1405541,2024-2025,Road Construction
Uttar Pradesh,Hapur,Dadri,Jal Jeevan Mission,3814387,761004,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Behrampur,NRLM,1050579,581297,2022-2023,Water Supply
Uttar Pradesh,Noida,Dadri,Jal Jeevan Mission,3057154,2461201,2024-2025,Livelihood
Uttar Pradesh,Meerut,Loni Dehat,PMAY-G,3078271,2714842,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Kavi Nagar,NRLM,1570079,815633,2023-2024,Water Supply
Uttar Pradesh,Noida,Garhmukteshwar,NRLM,2590776,1956709,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Pilkhuwa,NRLM,2679774,2147391,2022-2023,Housing
Uttar Pradesh,Meerut,Kavi Nagar,Swachh Bharat,2697984,2666974,2023-2024,Livelihood
Uttar Pradesh,Meerut,Sikandrabad,PMAY-G,2439129,1894172,2022-2023,Water Supply
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,3956763,1671647,2024-2025,Road Construction
Uttar Pradesh,Noida,Muradnagar Village,MGNREGA,1263200,1126269,2024-2025,Sanitation
Uttar Pradesh,Meerut,Sikandrabad,NRLM,4605100,1000560,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Garhmukteshwar,Jal Jeevan Mission,3787653,3583874,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Sikandrabad,Jal Jeevan Mission,1417107,1357754,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,Jal Jeevan Mission,668339,235897,2024-2025,Livelihood
Uttar Pradesh,Hapur,Bhojpur,PMAY-G,4784526,881223,2022-2023,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,NRLM,3846001,2841160,2023-2024,Road Construction
Uttar Pradesh,Noida,Dadri,NRLM,2263779,1903352,2023-2024,Housing
Uttar Pradesh,Hapur,Chhapraula,PMAY-G,3670303,2150698,2022-2023,Water Supply
Uttar Pradesh,Noida,Sikandrabad,Swachh Bharat,4486508,4460011,2022-2023,Road Construction
Uttar Pradesh,Meerut,Loni Dehat,NRLM,4961977,3614194,2023-2024,Sanitation
Uttar Pradesh,Meerut,Garhmukteshwar,PMAY-G,981567,724517,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Chhapraula,Jal Jeevan Mission,2285173,1859496,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Loni Dehat,MGNREGA,4519102,2237482,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Muradnagar Village,Swachh Bharat,1624111,717278,2023-2024,Sanitation
Uttar Pradesh,Meerut,Kavi Nagar,NRLM,4509009,3816292,2022-2023,Water Supply
Uttar Pradesh,Noida,Pilkhuwa,NRLM,4783119,585925,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Chhapraula,Swachh Bharat,4964798,519864,2024-2025,Sanitation
Uttar Pradesh,Hapur,Sikandrabad,Jal Jeevan Mission,1410900,218813,2024-2025,Water Supply
Uttar Pradesh,Hapur,Pilkhuwa,Swachh Bharat,4957448,4472209,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Modinagar Rural,PMAY-G,4804584,4414088,2022-2023,Livelihood
Uttar Pradesh,Meerut,Dasna,Jal Jeevan Mission,1471562,299010,2024-2025,Livelihood
Uttar Pradesh,Meerut,Noorpur,NRLM,805106,297690,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Pilkhuwa,Jal Jeevan Mission,706088,679172,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Dadri,PMAY-G,2182059,628589,2022-2023,Water Supply
Uttar Pradesh,Noida,Kavi Nagar,PMAY-G,1861970,1413784,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Garhmukteshwar,Swachh Bharat,4068911,310099,2023-2024,Road Construction
Uttar Pradesh,Meerut,Dhaulana,MGNREGA,1350809,1313787,2024-2025,Sanitation
Uttar Pradesh,Meerut,Dadri,MGNREGA,3708567,3423895,2023-2024,Road Construction
Uttar Pradesh,Meerut,Sikandrabad,PMAY-G,3176823,2682868,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Khoda,Swachh Bharat,1365130,797176,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,Jal Jeevan Mission,2666966,1676730,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Dadri,PMAY-G,2416121,2031271,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Muradnagar Village,NRLM,1491453,1112023,2022-2023,Sanitation
Uttar Pradesh,Noida,Khoda,Jal Jeevan Mission,838124,595739,2024-2025,Water Supply
Uttar Pradesh,Hapur,Muradnagar Village,Swachh Bharat,2943427,2904208,2023-2024,Sanitation
Uttar Pradesh,Hapur,Noorpur,PMAY-G,1020006,866925,2023-2024,Housing
Uttar Pradesh,Hapur,Dhaulana,Swachh Bharat,762659,618729,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Bhojpur,Swachh Bharat,4726574,2294307,2022-2023,Road Construction
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,2502819,846177,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Khoda,NRLM,2606030,1746603,2022-2023,Livelihood
Uttar Pradesh,Hapur,Dasna,Swachh Bharat,4296609,4235011,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Loni Dehat,Jal Jeevan Mission,3824240,2831976,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Dhaulana,Swachh Bharat,1196980,1089560,2024-2025,Water Supply
Uttar Pradesh,Meerut,Dasna,Jal Jeevan Mission,2069203,1629725,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Dasna,NRLM,1893738,470435,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Garhmukteshwar,MGNREGA,2098286,970425,2024-2025,Sanitation
Uttar Pradesh,Noida,Sikandrabad,NRLM,2213554,2135652,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Muradnagar Village,MGNREGA,3022832,1905271,2024-2025,Housing
Uttar Pradesh,Hapur,Kavi Nagar,NRLM,3395019,2801375,2024-2025,Road Construction
Uttar Pradesh,Meerut,Dadri,Swachh Bharat,3695121,3561197,2024-2025,Sanitation
Uttar Pradesh,Hapur,Muradnagar Village,NRLM,4986042,4281618,2024-2025,Sanitation
Uttar Pradesh,Noida,Noorpur,NRLM,4722419,2234901,2024-2025,Water Supply
Uttar Pradesh,Hapur,Kavi Nagar,PMAY-G,2104802,464249,2024-2025,Road Construction
Uttar Pradesh,Noida,Garhmukteshwar,Jal Jeevan Mission,4367168,3936597,2024-2025,Housing
Uttar Pradesh,Meerut,Khoda,PMAY-G,4816737,2570454,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Jal Jeevan Mission,1222876,619929,2022-2023,Water Supply
Uttar Pradesh,Hapur,Kavi Nagar,PMAY-G,3679389,2110951,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Noorpur,PMAY-G,2672096,766451,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Kavi Nagar,NRLM,1783752,1783624,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Pilkhuwa,Swachh Bharat,4322937,2250363,2023-2024,Housing
Uttar Pradesh,Meerut,Dadri,PMAY-G,2228624,1823915,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Chhapraula,Jal Jeevan Mission,588577,383931,2024-2025,Housing
Uttar Pradesh,Hapur,Garhmukteshwar,PMAY-G,2097151,763482,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Sikandrabad,Jal Jeevan Mission,1813392,202814,2023-2024,Sanitation
Uttar Pradesh,Noida,Dasna,PMAY-G,4339251,941751,2024-2025,Road Construction
Uttar Pradesh,Meerut,Garhmukteshwar,PMAY-G,1884140,1857077,2023-2024,Road Construction
Uttar Pradesh,Hapur,Noorpur,Swachh Bharat,1235577,274618,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Bhojpur,Jal Jeevan Mission,3360086,819692,2023-2024,Sanitation
Uttar Pradesh,Meerut,Kavi Nagar,MGNREGA,1537099,974718,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Khoda,NRLM,855704,729807,2022-2023,Road Construction
Uttar Pradesh,Hapur,Dadri,MGNREGA,3551569,2204341,2024-2025,Sanitation
Uttar Pradesh,Meerut,Muradnagar Village,PMAY-G,4753373,1918363,2022-2023,Road Construction
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,3106264,588460,2024-2025,Livelihood
Uttar Pradesh,Meerut,Chhapraula,NRLM,3533457,3447708,2022-2023,Housing
Uttar Pradesh,Hapur,Pilkhuwa,Swachh Bharat,3475653,2741606,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Kavi Nagar,Swachh Bharat,4015017,2234882,2023-2024,Road Construction
Uttar Pradesh,Hapur,Loni Dehat,Swachh Bharat,2854058,1341065,2022-2023,Livelihood
Uttar Pradesh,Hapur,Bhojpur,MGNREGA,789805,334101,2024-2025,Housing
Uttar Pradesh,Hapur,Chhapraula,MGNREGA,2033843,626107,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Sikandrabad,Swachh Bharat,2598844,2372653,2023-2024,Sanitation
Uttar Pradesh,Hapur,Kavi Nagar,Jal Jeevan Mission,1632880,1183573,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,3964986,3079556,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Sikandrabad,Jal Jeevan Mission,4835779,617564,2024-2025,Livelihood
Uttar Pradesh,Noida,Dhaulana,PMAY-G,2417293,575824,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Pilkhuwa,PMAY-G,3933668,1616592,2023-2024,Water Supply
Uttar Pradesh,Noida,Loni Dehat,PMAY-G,2039995,818451,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Muradnagar Village,MGNREGA,2099402,231648,2024-2025,Road Construction
Uttar Pradesh,Hapur,Dasna,NRLM,3274728,1574844,2023-2024,Road Construction
Uttar Pradesh,Hapur,Behrampur,MGNREGA,1493456,677277,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Muradnagar Village,PMAY-G,526747,324117,2023-2024,Livelihood
Uttar Pradesh,Meerut,Muradnagar Village,NRLM,4046639,3083781,2024-2025,Water Supply
Uttar Pradesh,Noida,Muradnagar Village,MGNREGA,944320,887501,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dasna,Jal Jeevan Mission,4445890,2596164,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Dhaulana,MGNREGA,1851892,702702,2023-2024,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,MGNREGA,3124691,389090,2023-2024,Road Construction
Uttar Pradesh,Hapur,Chhapraula,NRLM,4638458,1894149,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Pilkhuwa,MGNREGA,2149034,1480057,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Pilkhuwa,NRLM,2072496,305976,2023-2024,Sanitation
Uttar Pradesh,Noida,Dadri,NRLM,4886389,4695153,2024-2025,Water Supply
Uttar Pradesh,Meerut,Kavi Nagar,MGNREGA,4923379,510401,2024-2025,Housing
Uttar Pradesh,Hapur,Modinagar Rural,NRLM,1675965,1030598,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Chhapraula,Jal Jeevan Mission,2980518,2698889,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Dasna,Jal Jeevan Mission,2741955,350625,2022-2023,Road Construction
Uttar Pradesh,Noida,Behrampur,PMAY-G,2521868,504161,2024-2025,Housing
Uttar Pradesh,Hapur,Kavi Nagar,NRLM,2368975,808212,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Behrampur,PMAY-G,1779018,1193359,2024-2025,Livelihood
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,4753756,1007555,2024-2025,Livelihood
Uttar Pradesh,Meerut,Modinagar Rural,MGNREGA,4914151,558481,2023-2024,Livelihood
Uttar Pradesh,Hapur,Modinagar Rural,PMAY-G,4040081,1717772,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Behrampur,MGNREGA,4399122,1444549,2024-2025,Water Supply
Uttar Pradesh,Noida,Behrampur,NRLM,3071585,1909451,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Khoda,Jal Jeevan Mission,2873841,756650,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Noorpur,PMAY-G,1914464,501487,2023-2024,Water Supply
Uttar Pradesh,Hapur,Dasna,PMAY-G,4135232,3869450,2023-2024,Housing
Uttar Pradesh,Hapur,Behrampur,MGNREGA,3633732,2935397,2022-2023,Housing
Uttar Pradesh,Noida,Garhmukteshwar,PMAY-G,3167391,618060,2022-2023,Sanitation
Uttar Pradesh,Hapur,Khoda,Jal Jeevan Mission,3642829,2922814,2024-2025,Water Supply
Uttar Pradesh,Noida,Modinagar Rural,Jal Jeevan Mission,657275,383762,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Behrampur,Swachh Bharat,1146561,370032,2022-2023,Sanitation
Uttar Pradesh,Noida,Loni Dehat,Jal Jeevan Mission,1561478,293749,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Modinagar Rural,PMAY-G,1778381,446581,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,Jal Jeevan Mission,2549034,233315,2024-2025,Road Construction
Uttar Pradesh,Meerut,Modinagar Rural,NRLM,4818715,1003566,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Chhapraula,PMAY-G,4940636,205036,2022-2023,Livelihood
Uttar Pradesh,Hapur,Noorpur,NRLM,3050022,1184266,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Pilkhuwa,PMAY-G,3078100,2552101,2024-2025,Water Supply
Uttar Pradesh,Meerut,Noorpur,NRLM,1745459,569420,2022-2023,Livelihood
Uttar Pradesh,Noida,Muradnagar Village,NRLM,4326151,2150417,2022-2023,Sanitation
Uttar Pradesh,Hapur,Bhojpur,NRLM,2011800,1731853,2022-2023,Livelihood
Uttar Pradesh,Meerut,Kavi Nagar,PMAY-G,3379002,2673282,2022-2023,Water Supply
Uttar Pradesh,Meerut,Khoda,NRLM,1598730,920450,2024-2025,Livelihood
Uttar Pradesh,Meerut,Chhapraula,Jal Jeevan Mission,3219406,2945343,2023-2024,Housing
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,4223678,1693873,2022-2023,Housing
Uttar Pradesh,Meerut,Muradnagar Village,NRLM,2764216,1248971,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Chhapraula,PMAY-G,1922111,1882970,2024-2025,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,MGNREGA,3958275,1189207,2023-2024,Water Supply
Uttar Pradesh,Meerut,Dhaulana,NRLM,513660,226140,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Muradnagar Village,PMAY-G,826839,440639,2023-2024,Livelihood
